,casi_testati,codice_regione,data,deceduti,denominazione_regione,dimessi_guariti,isolamento_domiciliare,lat,long,note_en,note_it,nuovi_positivi,ricoverati_con_sintomi,stato,tamponi,terapia_intensiva,totale_casi,totale_ospedalizzati,totale_positivi,variazione_totale_positivi
644,,20,2020-03-25T17:00:00,18,Sardegna,12,311,39.21531192,9.110616306,,,21,82,ITA,3019,19,442,101,412,17
645,,19,2020-03-25T17:00:00,25,Sicilia,33,597,38.11569725,13.3623567,,,148,259,ITA,8312,80,994,339,936,137
646,,9,2020-03-25T17:00:00,142,Toscana,54,1526,43.76923077,11.25588885,,,273,999,ITA,17868,251,2972,1250,2776,257
647,,4,2020-03-25T17:00:00,74,P.A. Trento,90,685,46.06893511,11.12123097,,,112,308,ITA,4114,65,1222,373,1058,83
648,,10,2020-03-25T17:00:00,19,Umbria,5,519,43.10675841,12.38824698,,,62,123,ITA,4707,44,710,167,686,62
649,,2,2020-03-25T17:00:00,24,Valle d'Aosta,2,280,45.73750286,7.320149366,,,1,70,ITA,1200,25,401,95,375,-4
650,,5,2020-03-25T17:00:00,258,Veneto,439,4022,45.43490485,12.33845213,,,494,1407,ITA,70877,316,6442,1723,5745,394
651,,13,2020-03-26T17:00:00,63,Abruzzo,23,516,42.35122196,13.39843823,,,133,280,ITA,5488,64,946,344,860,122
652,,17,2020-03-26T17:00:00,1,Basilicata,0,95,40.63947052,15.80514834,,,21,22,ITA,1046,16,134,38,133,21
653,,4,2020-03-26T17:00:00,48,P.A. Bolzano,67,525,46.49933453,11.35662422,,,48,223,ITA,7744,43,906,266,791,43
654,,18,2020-03-26T17:00:00,14,Calabria,7,248,38.90597598,16.59440194,,,42,101,ITA,5933,23,393,124,372,39
655,,15,2020-03-26T17:00:00,83,Campania,58,607,40.83956555,14.25084984,,,111,448,ITA,8346,114,1310,562,1169,97
656,,8,2020-03-26T17:00:00,1174,Emilia-Romagna,792,5195,44.49436681,11.3417208,,,762,3354,ITA,42395,301,10816,3655,8850,594
657,,6,2020-03-26T17:00:00,72,Friuli Venezia Giulia,197,688,45.6494354,13.76813649,,,84,212,ITA,10721,54,1223,266,954,43
658,,12,2020-03-26T17:00:00,106,Lazio,155,844,41.89277044,12.48366722,,,195,878,ITA,22771,113,2096,991,1835,160
659,,7,2020-03-26T17:00:00,280,Liguria,260,875,44.41149315,8.9326992,,,262,998,ITA,7304,154,2567,1152,2027,201
660,,3,2020-03-26T17:00:00,4861,Lombardia,7839,10245,45.46679409,9.190347404,,,2543,10681,ITA,87713,1263,34889,11944,22189,1598
661,,11,2020-03-26T17:00:00,310,Marche,9,1652,43.61675973,13.5188753,,,180,977,ITA,8623,166,3114,1143,2795,156
662,,14,2020-03-26T17:00:00,8,Molise,14,46,41.55774754,14.65916051,,,30,27,ITA,670,8,103,35,81,28
663,,1,2020-03-26T17:00:00,449,Piemonte,135,2909,45.0732745,7.680687483,pd-EN-0006,pd-IT-0006,510,2633,ITA,18054,408,6534,3041,5950,394
664,,16,2020-03-26T17:00:00,65,Puglia,22,539,41.12559576,16.86736689,,,89,480,ITA,9191,76,1182,556,1095,72
665,,20,2020-03-26T17:00:00,19,Sardegna,13,350,39.21531192,9.110616306,,,52,92,ITA,3461,20,494,112,462,50
666,,19,2020-03-26T17:00:00,33,Sicilia,36,681,38.11569725,13.3623567,,,170,346,ITA,9658,68,1164,414,1095,159
667,,9,2020-03-26T17:00:00,158,Toscana,95,1677,43.76923077,11.25588885,,,254,1037,ITA,20952,259,3226,1296,2973,197
668,,4,2020-03-26T17:00:00,86,P.A. Trento,117,728,46.06893511,11.12123097,,,75,300,ITA,4600,66,1297,366,1094,36
669,,10,2020-03-26T17:00:00,20,Umbria,12,580,43.10675841,12.38824698,,,92,144,ITA,5428,46,802,190,770,84
670,,2,2020-03-26T17:00:00,28,Valle d'Aosta,2,281,45.73750286,7.320149366,,,7,73,ITA,1203,24,408,97,378,3
671,,5,2020-03-26T17:00:00,287,Veneto,508,4367,45.43490485,12.33845213,,,493,1447,ITA,79759,326,6935,1773,6140,395
672,,13,2020-03-27T17:00:00,68,Abruzzo,24,565,42.35122196,13.39843823,,,71,289,ITA,6109,71,1017,360,925,65
673,,17,2020-03-27T17:00:00,3,Basilicata,1,110,40.63947052,15.80514834,,,17,22,ITA,1254,15,151,37,147,14
674,,4,2020-03-27T17:00:00,60,P.A. Bolzano,110,539,46.49933453,11.35662422,,,97,249,ITA,8520,45,1003,294,833,42
675,,18,2020-03-27T17:00:00,18,Calabria,7,344,38.90597598,16.59440194,,,101,103,ITA,6901,22,494,125,469,97
676,,15,2020-03-27T17:00:00,98,Campania,64,723,40.83956555,14.25084984,,,144,456,ITA,9613,113,1454,569,1292,123
677,,8,2020-03-27T17:00:00,1267,Emilia-Romagna,960,5592,44.49436681,11.3417208,,,772,3461,ITA,47798,308,11588,3769,9361,511
678,,6,2020-03-27T17:00:00,76,Friuli Venezia Giulia,214,748,45.6494354,13.76813649,,,94,222,ITA,11841,57,1317,279,1027,73
679,,12,2020-03-27T17:00:00,118,Lazio,164,895,41.89277044,12.48366722,,,199,992,ITA,24106,126,2295,1118,2013,178
680,,7,2020-03-27T17:00:00,331,Liguria,305,880,44.41149315,8.9326992,,,129,1023,ITA,7804,157,2696,1180,2060,33
681,,3,2020-03-27T17:00:00,5402,Lombardia,8001,11466,45.46679409,9.190347404,,,2409,11137,ITA,95860,1292,37298,12429,23895,1706
682,,11,2020-03-27T17:00:00,336,Marche,10,1709,43.61675973,13.5188753,,,82,979,ITA,9060,162,3196,1141,2850,55
683,,14,2020-03-27T17:00:00,9,Molise,14,51,41.55774754,14.65916051,,,6,26,ITA,710,9,109,35,86,5
684,,1,2020-03-27T17:00:00,569,Piemonte,176,3064,45.0732745,7.680687483,,,558,2852,ITA,19705,431,7092,3283,6347,397
685,,16,2020-03-27T17:00:00,69,Puglia,29,624,41.12559576,16.86736689,,,152,530,ITA,10233,82,1334,612,1236,141
686,,20,2020-03-27T17:00:00,21,Sardegna,13,384,39.21531192,9.110616306,,,36,93,ITA,3801,19,530,112,496,34
687,,19,2020-03-27T17:00:00,39,Sicilia,53,658,38.11569725,13.3623567,,,86,425,ITA,11079,75,1250,500,1158,63
688,,9,2020-03-27T17:00:00,177,Toscana,103,1843,43.76923077,11.25588885,,,224,1053,ITA,23746,274,3450,1327,3170,197
689,,4,2020-03-27T17:00:00,102,P.A. Trento,125,757,46.06893511,11.12123097,,,94,341,ITA,4923,66,1391,407,1164,70
690,,10,2020-03-27T17:00:00,21,Umbria,39,629,43.10675841,12.38824698,,,82,149,ITA,6137,46,884,195,824,54
691,,2,2020-03-27T17:00:00,37,Valle d'Aosta,2,298,45.73750286,7.320149366,,,44,91,ITA,1252,24,452,115,413,35
692,,5,2020-03-27T17:00:00,313,Veneto,536,4774,45.43490485,12.33845213,,,562,1536,ITA,83627,338,7497,1874,6648,508
693,,13,2020-03-28T17:00:00,76,Abruzzo,30,646,42.35122196,13.39843823,,,116,311,ITA,7003,70,1133,381,1027,102
694,,17,2020-03-28T17:00:00,3,Basilicata,1,133,40.63947052,15.80514834,,,31,26,ITA,1421,19,182,45,178,31
695,,4,2020-03-28T17:00:00,64,P.A. Bolzano,116,653,46.49933453,11.35662422,,,106,225,ITA,9168,51,1109,276,929,96
696,,18,2020-03-28T17:00:00,21,Calabria,11,394,38.90597598,16.59440194,,,61,107,ITA,7760,22,555,129,523,54
697,,15,2020-03-28T17:00:00,109,Campania,76,812,40.83956555,14.25084984,,,138,463,ITA,10616,132,1592,595,1407,115
698,,8,2020-03-28T17:00:00,1344,Emilia-Romagna,1075,5953,44.49436681,11.3417208,,,795,3695,ITA,52991,316,12383,4011,9964,603
699,,6,2020-03-28T17:00:00,87,Friuli Venezia Giulia,229,838,45.6494354,13.76813649,,,119,223,ITA,12723,59,1436,282,1120,93
700,,12,2020-03-28T17:00:00,124,Lazio,200,1063,41.89277044,12.48366722,,,210,985,ITA,27179,133,2505,1118,2181,168
701,,7,2020-03-28T17:00:00,358,Liguria,378,888,44.41149315,8.9326992,,,126,1031,ITA,8177,167,2822,1198,2086,26
702,,3,2020-03-28T17:00:00,5944,Lombardia,8962,12038,45.46679409,9.190347404,,,2117,11152,ITA,102503,1319,39415,12471,24509,614
703,,11,2020-03-28T17:00:00,364,Marche,10,1846,43.61675973,13.5188753,,,177,987,ITA,9884,166,3373,1153,2999,149
704,,14,2020-03-28T17:00:00,9,Molise,16,63,41.55774754,14.65916051,,,14,26,ITA,807,9,123,35,98,12
705,,1,2020-03-28T17:00:00,617,Piemonte,203,3318,45.0732745,7.680687483,,,579,3094,ITA,21511,439,7671,3533,6851,504
706,,16,2020-03-28T17:00:00,71,Puglia,29,697,41.12559576,16.86736689,,,124,563,ITA,11500,98,1458,661,1358,122
707,,20,2020-03-28T17:00:00,26,Sardegna,29,452,39.21531192,9.110616306,,,94,95,ITA,4225,22,624,117,569,73
708,,19,2020-03-28T17:00:00,57,Sicilia,60,730,38.11569725,13.3623567,,,109,441,ITA,13096,71,1359,512,1242,84
709,,9,2020-03-28T17:00:00,198,Toscana,108,2141,43.76923077,11.25588885,,,367,1093,ITA,25613,277,3817,1370,3511,341
710,,4,2020-03-28T17:00:00,120,P.A. Trento,151,811,46.06893511,11.12123097,,,114,351,ITA,5561,72,1505,423,1234,70
711,,10,2020-03-28T17:00:00,28,Umbria,43,695,43.10675841,12.38824698,,,85,159,ITA,7028,44,969,203,898,74
712,,2,2020-03-28T17:00:00,41,Valle d'Aosta,2,352,45.73750286,7.320149366,,,59,90,ITA,1380,26,511,116,468,55
713,,5,2020-03-28T17:00:00,362,Veneto,655,5010,45.43490485,12.33845213,,,433,1559,ITA,89380,344,7930,1903,6913,265
714,,13,2020-03-29T17:00:00,88,Abruzzo,36,772,42.35122196,13.39843823,,,160,329,ITA,7730,68,1293,397,1169,142
715,,17,2020-03-29T17:00:00,4,Basilicata,1,147,40.63947052,15.80514834,,,20,32,ITA,1585,18,202,50,197,19
716,,4,2020-03-29T17:00:00,64,P.A. Bolzano,116,744,46.49933453,11.35662422,,,105,234,ITA,10137,56,1214,290,1034,105
717,,18,2020-03-29T17:00:00,25,Calabria,12,434,38.90597598,16.59440194,,,59,124,ITA,8485,19,614,143,577,54
718,,15,2020-03-29T17:00:00,117,Campania,86,945,40.83956555,14.25084984,,,167,476,ITA,11805,135,1759,611,1556,149
719,,8,2020-03-29T17:00:00,1443,Emilia-Romagna,1141,6433,44.49436681,11.3417208,pd-EN-0008,pd-IT-0008,736,3769,ITA,52991,333,13119,4102,10535,571
720,,6,2020-03-29T17:00:00,98,Friuli Venezia Giulia,241,845,45.6494354,13.76813649,,,44,236,ITA,13397,60,1480,296,1141,21
721,,12,2020-03-29T17:00:00,136,Lazio,208,1167,41.89277044,12.48366722,,,201,1062,ITA,27744,133,2706,1195,2362,181
722,,7,2020-03-29T17:00:00,377,Liguria,420,1036,44.41149315,8.9326992,,,254,1077,ITA,9100,166,3076,1243,2279,193
723,,3,2020-03-29T17:00:00,6360,Lombardia,9255,12451,45.46679409,9.190347404,,,1592,11613,ITA,107398,1328,41007,12941,25392,883
724,,11,2020-03-29T17:00:00,386,Marche,12,1992,43.61675973,13.5188753,,,185,1000,ITA,10431,168,3558,1168,3160,161
725,,14,2020-03-29T17:00:00,9,Molise,18,66,41.55774754,14.65916051,,,4,25,ITA,918,9,127,34,100,2
726,,1,2020-03-29T17:00:00,684,Piemonte,254,3840,45.0732745,7.680687483,,,535,2985,ITA,24058,443,8206,3428,7268,417
727,,16,2020-03-29T17:00:00,86,Puglia,31,774,41.12559576,16.86736689,,,91,559,ITA,12361,99,1549,658,1432,74
728,,20,2020-03-29T17:00:00,27,Sardegna,29,454,39.21531192,9.110616306,,,14,105,ITA,4598,23,638,128,582,13
729,,19,2020-03-29T17:00:00,65,Sicilia,65,808,38.11569725,13.3623567,,,101,451,ITA,13814,71,1460,522,1330,88
730,,9,2020-03-29T17:00:00,215,Toscana,121,2400,43.76923077,11.25588885,,,305,1111,ITA,27579,275,4122,1386,3786,275
731,,4,2020-03-29T17:00:00,129,P.A. Trento,172,862,46.06893511,11.12123097,,,89,356,ITA,5950,75,1594,431,1293,59
732,,10,2020-03-29T17:00:00,31,Umbria,95,685,43.10675841,12.38824698,,,54,166,ITA,7685,46,1023,212,897,-1
733,,2,2020-03-29T17:00:00,43,Valle d'Aosta,2,423,45.73750286,7.320149366,,,73,90,ITA,1480,26,584,116,539,71
734,,5,2020-03-29T17:00:00,392,Veneto,715,5310,45.43490485,12.33845213,,,428,1586,ITA,94784,355,8358,1941,7251,338
735,,13,2020-03-30T17:00:00,102,Abruzzo,74,778,42.35122196,13.39843823,,,52,322,ITA,7948,69,1345,391,1169,0
736,,17,2020-03-30T17:00:00,5,Basilicata,1,154,40.63947052,15.80514834,,,12,36,ITA,1833,18,214,54,208,11
737,,4,2020-03-30T17:00:00,74,P.A. Bolzano,153,805,46.49933453,11.35662422,,,111,231,ITA,10640,62,1325,293,1098,64
738,,18,2020-03-30T17:00:00,31,Calabria,14,454,38.90597598,16.59440194,,,33,130,ITA,9013,18,647,148,602,25
739,,15,2020-03-30T17:00:00,125,Campania,88,1145,40.83956555,14.25084984,,,193,468,ITA,12969,126,1952,594,1739,183
740,,8,2020-03-30T17:00:00,1538,Emilia-Romagna,1227,6636,44.49436681,11.3417208,,,412,3779,ITA,50990,351,13531,4130,10766,231
741,,6,2020-03-30T17:00:00,107,Friuli Venezia Giulia,285,820,45.6494354,13.76813649,,,21,229,ITA,14003,60,1501,289,1109,-32
742,,12,2020-03-30T17:00:00,150,Lazio,267,1264,41.89277044,12.48366722,,,208,1079,ITA,32846,154,2914,1233,2497,135
743,,7,2020-03-30T17:00:00,397,Liguria,437,1066,44.41149315,8.9326992,,,141,1142,ITA,9677,175,3217,1317,2383,104
744,,3,2020-03-30T17:00:00,6818,Lombardia,10337,11861,45.46679409,9.190347404,,,1154,11815,ITA,111057,1330,42161,13145,25006,-386
745,,11,2020-03-30T17:00:00,417,Marche,16,2086,43.61675973,13.5188753,,,126,998,ITA,10979,167,3684,1165,3251,91
746,,14,2020-03-30T17:00:00,9,Molise,18,72,41.55774754,14.65916051,,,7,27,ITA,955,8,134,35,107,7
747,,1,2020-03-30T17:00:00,749,Piemonte,308,4218,45.0732745,7.680687483,,,506,2985,ITA,25478,452,8712,3437,7655,387
748,,16,2020-03-30T17:00:00,91,Puglia,36,889,41.12559576,16.86736689,,,163,590,ITA,13117,106,1712,696,1585,153
749,,20,2020-03-30T17:00:00,28,Sardegna,32,485,39.21531192,9.110616306,,,44,113,ITA,4993,24,682,137,622,40
750,,19,2020-03-30T17:00:00,76,Sicilia,71,849,38.11569725,13.3623567,,,95,484,ITA,14758,75,1555,559,1408,78
751,,9,2020-03-30T17:00:00,231,Toscana,131,2655,43.76923077,11.25588885,,,290,1116,ITA,30099,279,4412,1395,4050,264
752,,4,2020-03-30T17:00:00,147,P.A. Trento,178,926,46.06893511,11.12123097,,,88,353,ITA,6377,78,1682,431,1357,64
753,,10,2020-03-30T17:00:00,33,Umbria,184,614,43.10675841,12.38824698,,,28,173,ITA,8150,47,1051,220,834,-63
754,,2,2020-03-30T17:00:00,50,Valle d'Aosta,16,400,45.73750286,7.320149366,,,0,92,ITA,1536,26,584,118,518,-21
755,,5,2020-03-30T17:00:00,413,Veneto,747,5575,45.43490485,12.33845213,,,366,1633,ITA,99941,356,8724,1989,7564,313
756,,13,2020-03-31T17:00:00,115,Abruzzo,95,783,42.35122196,13.39843823,,,56,335,ITA,8758,73,1401,408,1191,22
757,,17,2020-03-31T17:00:00,7,Basilicata,3,162,40.63947052,15.80514834,,,12,37,ITA,2043,17,226,54,216,8
758,,4,2020-03-31T17:00:00,76,P.A. Bolzano,153,831,46.49933453,11.35662422,,,46,249,ITA,11275,62,1371,311,1142,44
759,,18,2020-03-31T17:00:00,36,Calabria,17,457,38.90597598,16.59440194,,,12,132,ITA,9327,17,659,149,606,4
760,,15,2020-03-31T17:00:00,133,Campania,88,1237,40.83956555,14.25084984,,,140,501,ITA,14403,133,2092,634,1871,132
761,,8,2020-03-31T17:00:00,1644,Emilia-Romagna,1477,6835,44.49436681,11.3417208,,,543,3765,ITA,54532,353,14074,4118,10953,187
762,,6,2020-03-31T17:00:00,113,Friuli Venezia Giulia,320,885,45.6494354,13.76813649,,,92,215,ITA,14899,60,1593,275,1160,51
763,,12,2020-03-31T17:00:00,162,Lazio,291,1342,41.89277044,12.48366722,,,181,1127,ITA,34677,173,3095,1300,2642,145
764,,7,2020-03-31T17:00:00,428,Liguria,480,1176,44.41149315,8.9326992,,,199,1153,ITA,10376,179,3416,1332,2508,125
765,,3,2020-03-31T17:00:00,7199,Lombardia,10885,11917,45.46679409,9.190347404,,,1047,11883,ITA,114640,1324,43208,13207,25124,118
766,,11,2020-03-31T17:00:00,452,Marche,21,2237,43.61675973,13.5188753,,,141,946,ITA,11724,169,3825,1115,3352,101
767,,14,2020-03-31T17:00:00,9,Molise,18,80,41.55774754,14.65916051,,,10,29,ITA,1049,8,144,37,117,10
768,,1,2020-03-31T17:00:00,854,Piemonte,365,4456,45.0732745,7.680687483,,,589,3174,ITA,27658,452,9301,3626,8082,427
769,,16,2020-03-31T17:00:00,110,Puglia,39,940,41.12559576,16.86736689,,,91,609,ITA,14073,105,1803,714,1654,69
770,,20,2020-03-31T17:00:00,31,Sardegna,34,516,39.21531192,9.110616306,,,40,113,ITA,5257,28,722,141,657,35
771,,19,2020-03-31T17:00:00,81,Sicilia,74,917,38.11569725,13.3623567,,,92,503,ITA,15634,72,1647,575,1492,84
772,,9,2020-03-31T17:00:00,244,Toscana,138,2813,43.76923077,11.25588885,,,196,1120,ITA,33165,293,4608,1413,4226,176
773,,4,2020-03-31T17:00:00,164,P.A. Trento,193,955,46.06893511,11.12123097,,,64,354,ITA,6973,80,1746,434,1389,32
774,,10,2020-03-31T17:00:00,37,Umbria,190,632,43.10675841,12.38824698,,,27,176,ITA,8685,43,1078,219,851,17
775,,2,2020-03-31T17:00:00,56,Valle d'Aosta,20,435,45.73750286,7.320149366,,,44,91,ITA,1582,26,628,117,552,34
776,,5,2020-03-31T17:00:00,477,Veneto,828,5814,45.43490485,12.33845213,,,431,1680,ITA,106238,356,9155,2036,7850,286
777,,13,2020-04-01T17:00:00,123,Abruzzo,102,798,42.35122196,13.39843823,,,35,342,ITA,9610,71,1436,413,1211,20
778,,17,2020-04-01T17:00:00,9,Basilicata,3,171,40.63947052,15.80514834,,,11,39,ITA,2262,15,237,54,225,9
779,,4,2020-04-01T17:00:00,116,P.A. Bolzano,190,786,46.49933453,11.35662422,,,47,269,ITA,11951,57,1418,326,1112,-30
780,,18,2020-04-01T17:00:00,38,Calabria,21,450,38.90597598,16.59440194,,,10,144,ITA,9983,16,669,160,610,4
781,,15,2020-04-01T17:00:00,148,Campania,107,1369,40.83956555,14.25084984,,,139,478,ITA,15728,129,2231,607,1976,105
782,,8,2020-04-01T17:00:00,1732,Emilia-Romagna,1566,7232,44.49436681,11.3417208,,,713,3898,ITA,58457,359,14787,4257,11489,536
783,,6,2020-04-01T17:00:00,122,Friuli Venezia Giulia,357,940,45.6494354,13.76813649,,,92,206,ITA,15987,60,1685,266,1206,46
784,,12,2020-04-01T17:00:00,169,Lazio,337,1450,41.89277044,12.48366722,,,169,1131,ITA,35810,177,3264,1308,2758,116
785,,7,2020-04-01T17:00:00,460,Liguria,555,1352,44.41149315,8.9326992,,,244,1114,ITA,11334,179,3660,1293,2645,137
786,,3,2020-04-01T17:00:00,7593,Lombardia,11415,12496,45.46679409,9.190347404,,,1565,11927,ITA,121449,1342,44773,13269,25765,641
787,,11,2020-04-01T17:00:00,477,Marche,29,2304,43.61675973,13.5188753,,,137,984,ITA,12296,168,3962,1152,3456,104
788,,14,2020-04-01T17:00:00,10,Molise,19,91,41.55774754,14.65916051,,,16,32,ITA,1157,8,160,40,131,14
789,,1,2020-04-01T17:00:00,886,Piemonte,439,4871,45.0732745,7.680687483,,,494,3146,ITA,30060,453,9795,3599,8470,388
790,,16,2020-04-01T17:00:00,129,Puglia,61,1012,41.12559576,16.86736689,,,143,637,ITA,15209,107,1946,744,1756,102
791,,20,2020-04-01T17:00:00,34,Sardegna,36,529,39.21531192,9.110616306,,,23,119,ITA,5501,27,745,146,675,18
792,,19,2020-04-01T17:00:00,88,Sicilia,86,976,38.11569725,13.3623567,,,71,496,ITA,16836,72,1718,568,1544,52
793,,9,2020-04-01T17:00:00,253,Toscana,182,3015,43.76923077,11.25588885,,,259,1120,ITA,36575,297,4867,1417,4432,206
794,,4,2020-04-01T17:00:00,173,P.A. Trento,214,1062,46.06893511,11.12123097,,,124,345,ITA,7675,76,1870,421,1483,94
795,,10,2020-04-01T17:00:00,37,Umbria,194,646,43.10675841,12.38824698,,,17,173,ITA,9080,45,1095,218,864,13
796,,2,2020-04-01T17:00:00,59,Valle d'Aosta,32,428,45.73750286,7.320149366,,,3,85,ITA,1717,27,631,112,540,-12
797,,5,2020-04-01T17:00:00,499,Veneto,902,6156,45.43490485,12.33845213,,,470,1718,ITA,112746,350,9625,2068,8224,374
798,,13,2020-04-02T17:00:00,133,Abruzzo,113,835,42.35122196,13.39843823,,,61,341,ITA,10647,75,1497,416,1251,40
799,,17,2020-04-02T17:00:00,10,Basilicata,3,176,40.63947052,15.80514834,,,9,38,ITA,2427,19,246,57,233,8
800,,4,2020-04-02T17:00:00,129,P.A. Bolzano,190,821,46.49933453,11.35662422,,,61,279,ITA,12677,60,1479,339,1160,48
801,,18,2020-04-02T17:00:00,41,Calabria,23,445,38.90597598,16.59440194,,,22,163,ITA,10679,19,691,182,627,17
802,,15,2020-04-02T17:00:00,167,Campania,149,1517,40.83956555,14.25084984,,,225,503,ITA,17404,120,2456,623,2140,164
803,,8,2020-04-02T17:00:00,1811,Emilia-Romagna,1663,7549,44.49436681,11.3417208,,,546,3944,ITA,60507,366,15333,4310,11859,370
804,,6,2020-04-02T17:00:00,129,Friuli Venezia Giulia,376,1035,45.6494354,13.76813649,,,114,199,ITA,17121,60,1799,259,1294,88
805,,12,2020-04-02T17:00:00,185,Lazio,369,1529,41.89277044,12.48366722,,,169,1169,ITA,41575,181,3433,1350,2879,121
806,,7,2020-04-02T17:00:00,488,Liguria,634,1368,44.41149315,8.9326992,,,122,1120,ITA,12069,172,3782,1292,2660,15
807,,3,2020-04-02T17:00:00,7960,Lombardia,12229,12763,45.46679409,9.190347404,,,1292,11762,ITA,128286,1351,46065,13113,25876,111
808,,11,2020-04-02T17:00:00,503,Marche,40,2405,43.61675973,13.5188753,,,136,986,ITA,12943,164,4098,1150,3555,99
809,,14,2020-04-02T17:00:00,11,Molise,21,95,41.55774754,14.65916051,,,5,30,ITA,1229,8,165,38,133,2
810,,1,2020-04-02T17:00:00,983,Piemonte,571,5005,45.0732745,7.680687483,,,558,3341,ITA,32100,453,10353,3794,8799,329
811,,16,2020-04-02T17:00:00,144,Puglia,69,1101,41.12559576,16.86736689,,,131,645,ITA,16554,118,2077,763,1864,108
812,,20,2020-04-02T17:00:00,40,Sardegna,36,577,39.21531192,9.110616306,,,49,117,ITA,5970,24,794,141,718,43
813,,19,2020-04-02T17:00:00,93,Sicilia,92,1030,38.11569725,13.3623567,,,73,503,ITA,17833,73,1791,576,1606,62
814,,9,2020-04-02T17:00:00,268,Toscana,216,3359,43.76923077,11.25588885,,,406,1135,ITA,40724,295,5273,1430,4789,357
815,,4,2020-04-02T17:00:00,187,P.A. Trento,229,1170,46.06893511,11.12123097,,,133,339,ITA,8496,78,2003,417,1587,104
816,,10,2020-04-02T17:00:00,38,Umbria,205,667,43.10675841,12.38824698,,,33,171,ITA,9737,47,1128,218,885,21
817,,2,2020-04-02T17:00:00,63,Valle d'Aosta,49,446,45.73750286,7.320149366,,,37,85,ITA,1934,25,668,110,556,16
818,,5,2020-04-02T17:00:00,532,Veneto,1001,6563,45.43490485,12.33845213,,,486,1670,ITA,120320,345,10111,2015,8578,354
819,,13,2020-04-03T17:00:00,146,Abruzzo,116,864,42.35122196,13.39843823,,,66,361,ITA,11890,76,1563,437,1301,50
820,,17,2020-04-03T17:00:00,11,Basilicata,3,187,40.63947052,15.80514834,,,15,41,ITA,2622,19,261,60,247,14
821,,4,2020-04-03T17:00:00,139,P.A. Bolzano,211,858,46.49933453,11.35662422,,,80,291,ITA,13976,60,1559,351,1209,49
822,,18,2020-04-03T17:00:00,45,Calabria,26,462,38.90597598,16.59440194,,,42,183,ITA,11608,17,733,200,662,35
823,,15,2020-04-03T17:00:00,181,Campania,144,1705,40.83956555,14.25084984,,,221,532,ITA,19237,115,2677,647,2352,212
824,,8,2020-04-03T17:00:00,1902,Emilia-Romagna,1852,7899,44.49436681,11.3417208,,,599,3915,ITA,63682,364,15932,4279,12178,319
825,,6,2020-04-03T17:00:00,136,Friuli Venezia Giulia,419,1062,45.6494354,13.76813649,,,80,201,ITA,19985,61,1879,262,1324,30
826,,12,2020-04-03T17:00:00,199,Lazio,392,1627,41.89277044,12.48366722,,,167,1194,ITA,43776,188,3600,1382,3009,130
827,,7,2020-04-03T17:00:00,519,Liguria,700,1426,44.41149315,8.9326992,,,183,1147,ITA,12934,173,3965,1320,2746,86
828,,3,2020-04-03T17:00:00,8311,Lombardia,13020,13006,45.46679409,9.190347404,,,1455,11802,ITA,135051,1381,47520,13183,26189,313
829,,11,2020-04-03T17:00:00,557,Marche,42,2491,43.61675973,13.5188753,,,132,982,ITA,13678,158,4230,1140,3631,76
830,,14,2020-04-03T17:00:00,11,Molise,21,105,41.55774754,14.65916051,,,11,31,ITA,1378,8,176,39,144,11
831,,1,2020-04-03T17:00:00,1043,Piemonte,723,5378,45.0732745,7.680687483,,,543,3300,ITA,34281,452,10896,3752,9130,331
832,,16,2020-04-03T17:00:00,164,Puglia,69,1178,41.12559576,16.86736689,,,105,648,ITA,17924,123,2182,771,1949,85
833,,20,2020-04-03T17:00:00,41,Sardegna,40,598,39.21531192,9.110616306,,,31,122,ITA,6478,24,825,146,744,26
834,,19,2020-04-03T17:00:00,101,Sicilia,94,1056,38.11569725,13.3623567,,,68,535,ITA,18686,73,1859,608,1664,58
835,,9,2020-04-03T17:00:00,290,Toscana,300,3472,43.76923077,11.25588885,,,226,1149,ITA,44460,288,5499,1437,4909,120
836,,4,2020-04-03T17:00:00,204,P.A. Trento,246,1236,46.06893511,11.12123097,,,106,343,ITA,8993,80,2109,423,1659,72
837,,10,2020-04-03T17:00:00,39,Umbria,220,707,43.10675841,12.38824698,,,51,165,ITA,10614,48,1179,213,920,35
838,,2,2020-04-03T17:00:00,70,Valle d'Aosta,89,450,45.73750286,7.320149366,,,51,85,ITA,2106,25,719,110,560,4
839,,5,2020-04-03T17:00:00,572,Veneto,1031,6812,45.43490485,12.33845213,,,353,1714,ITA,126490,335,10464,2049,8861,283
840,,13,2020-04-04T17:00:00,153,Abruzzo,119,931,42.35122196,13.39843823,,,65,354,ITA,12837,71,1628,425,1356,55
841,,17,2020-04-04T17:00:00,11,Basilicata,9,181,40.63947052,15.80514834,,,3,44,ITA,2765,19,264,63,244,-3
842,,4,2020-04-04T17:00:00,146,P.A. Bolzano,245,849,46.49933453,11.35662422,,,33,291,ITA,15045,61,1592,352,1201,-8
843,,18,2020-04-04T17:00:00,49,Calabria,30,469,38.90597598,16.59440194,,,8,178,ITA,12314,15,741,193,662,0
844,,15,2020-04-04T17:00:00,186,Campania,146,1815,40.83956555,14.25084984,,,151,567,ITA,21534,114,2828,681,2496,144
845,,8,2020-04-04T17:00:00,1977,Emilia-Romagna,2040,8306,44.49436681,11.3417208,,,608,3859,ITA,67075,358,16540,4217,12523,345
