,casi_testati,codice_regione,data,deceduti,denominazione_regione,dimessi_guariti,isolamento_domiciliare,lat,long,note_en,note_it,nuovi_positivi,ricoverati_con_sintomi,stato,tamponi,terapia_intensiva,totale_casi,totale_ospedalizzati,totale_positivi,variazione_totale_positivi
438,,10,2020-03-15T17:00:00,1,Umbria,3,101,43.10675841,12.38824698,,,36,25,ITA,965,13,143,38,139,36
439,,2,2020-03-15T17:00:00,1,Valle d'Aosta,0,43,45.73750286,7.320149366,,,15,10,ITA,230,3,57,13,56,15
440,,5,2020-03-15T17:00:00,63,Veneto,120,1434,45.43490485,12.33845213,,,235,426,ITA,32546,129,2172,555,1989,214
441,,13,2020-03-16T17:00:00,4,Abruzzo,7,57,42.35122196,13.39843823,,,39,71,ITA,1533,37,176,108,165,37
442,,17,2020-03-16T17:00:00,0,Basilicata,0,9,40.63947052,15.80514834,,,1,1,ITA,230,2,12,3,12,1
443,,4,2020-03-16T17:00:00,6,P.A. Bolzano,0,171,46.49933453,11.35662422,,,37,53,ITA,1740,11,241,64,235,36
444,,18,2020-03-16T17:00:00,1,Calabria,1,44,38.90597598,16.59440194,,,21,36,ITA,1030,7,89,43,87,21
445,,15,2020-03-16T17:00:00,9,Campania,28,238,40.83956555,14.25084984,,,67,103,ITA,2517,22,400,125,363,67
446,,8,2020-03-16T17:00:00,346,Emilia-Romagna,88,1529,44.49436681,11.3417208,,,429,1362,ITA,13096,197,3522,1559,3088,347
447,,6,2020-03-16T17:00:00,22,Friuli Venezia Giulia,18,231,45.6494354,13.76813649,,,39,96,ITA,4851,19,386,115,346,30
448,,12,2020-03-16T17:00:00,19,Lazio,32,174,41.89277044,12.48366722,,,87,267,ITA,9330,31,523,298,472,76
449,,7,2020-03-16T17:00:00,50,Liguria,42,247,44.41149315,8.9326992,,,108,255,ITA,2189,73,667,328,575,82
450,,3,2020-03-16T17:00:00,1420,Lombardia,2368,3867,45.46679409,9.190347404,,,1377,6171,ITA,43565,823,14649,6994,10861,818
451,,11,2020-03-16T17:00:00,57,Marche,0,547,43.61675973,13.5188753,,,109,528,ITA,3225,110,1242,638,1185,98
452,,14,2020-03-16T17:00:00,1,Molise,5,7,41.55774754,14.65916051,,,4,3,ITA,253,5,21,8,15,-2
453,,1,2020-03-16T17:00:00,111,Piemonte,0,174,45.0732745,7.680687483,,,405,1045,ITA,5588,186,1516,1231,1405,375
454,,16,2020-03-16T17:00:00,16,Puglia,2,90,41.12559576,16.86736689,nd-EN-0005,nd-IT-0005,0,116,ITA,2017,6,230,122,212,0
455,,20,2020-03-16T17:00:00,2,Sardegna,0,66,39.21531192,9.110616306,,,30,39,ITA,797,0,107,39,105,30
456,,19,2020-03-16T17:00:00,2,Sicilia,8,108,38.11569725,13.3623567,,,25,75,ITA,2653,20,213,95,203,24
457,,9,2020-03-16T17:00:00,14,Toscana,11,559,43.76923077,11.25588885,,,85,175,ITA,5910,107,866,282,841,78
458,,4,2020-03-16T17:00:00,6,P.A. Trento,5,275,46.06893511,11.12123097,nd-EN-0003,nd-IT-0003,0,73,ITA,1006,19,378,92,367,0
459,,10,2020-03-16T17:00:00,1,Umbria,4,114,43.10675841,12.38824698,,,21,30,ITA,1093,15,164,45,159,20
460,,2,2020-03-16T17:00:00,2,Valle d'Aosta,0,70,45.73750286,7.320149366,,,48,28,ITA,287,5,105,33,103,47
461,,5,2020-03-16T17:00:00,69,Veneto,130,1620,45.43490485,12.33845213,,,301,498,ITA,35052,156,2473,654,2274,285
462,,13,2020-03-17T17:00:00,6,Abruzzo,7,90,42.35122196,13.39843823,,,53,94,ITA,1688,32,229,126,216,51
463,,17,2020-03-17T17:00:00,0,Basilicata,0,13,40.63947052,15.80514834,,,8,5,ITA,262,2,20,7,20,8
464,,4,2020-03-17T17:00:00,8,P.A. Bolzano,1,200,46.49933453,11.35662422,,,50,71,ITA,2149,11,291,82,282,47
465,,18,2020-03-17T17:00:00,1,Calabria,1,57,38.90597598,16.59440194,,,25,45,ITA,1293,10,114,55,112,25
466,,15,2020-03-17T17:00:00,9,Campania,28,272,40.83956555,14.25084984,,,60,127,ITA,2685,24,460,151,423,60
467,,8,2020-03-17T17:00:00,393,Emilia-Romagna,134,1615,44.49436681,11.3417208,nd-EN-0008,nd-IT-0008,409,1566,ITA,14510,223,3931,1789,3404,316
468,,6,2020-03-17T17:00:00,30,Friuli Venezia Giulia,17,222,45.6494354,13.76813649,,,8,104,ITA,4958,21,394,125,347,1
469,,12,2020-03-17T17:00:00,23,Lazio,34,192,41.89277044,12.48366722,,,84,314,ITA,9436,44,607,358,550,78
470,,7,2020-03-17T17:00:00,60,Liguria,57,277,44.41149315,8.9326992,,,111,299,ITA,2509,85,778,384,661,86
471,,3,2020-03-17T17:00:00,1640,Lombardia,2485,4263,45.46679409,9.190347404,,,1571,6953,ITA,46449,879,16220,7832,12095,1234
472,,11,2020-03-17T17:00:00,69,Marche,0,594,43.61675973,13.5188753,,,129,599,ITA,3225,109,1371,708,1302,117
473,,14,2020-03-17T17:00:00,1,Molise,5,7,41.55774754,14.65916051,,,4,7,ITA,301,5,25,12,19,4
474,,1,2020-03-17T17:00:00,133,Piemonte,0,180,45.0732745,7.680687483,,,381,1378,ITA,6543,206,1897,1584,1764,359
475,,16,2020-03-17T17:00:00,18,Puglia,2,151,41.12559576,16.86736689,,,110,155,ITA,3077,14,340,169,320,108
476,,20,2020-03-17T17:00:00,2,Sardegna,0,75,39.21531192,9.110616306,,,10,36,ITA,1003,4,117,40,115,10
477,,19,2020-03-17T17:00:00,3,Sicilia,8,112,38.11569725,13.3623567,,,24,86,ITA,2916,28,237,114,226,23
478,,9,2020-03-17T17:00:00,17,Toscana,12,552,43.76923077,11.25588885,,,187,329,ITA,6727,143,1053,472,1024,183
479,,4,2020-03-17T17:00:00,7,P.A. Trento,10,239,46.06893511,11.12123097,,,7,107,ITA,1727,22,385,129,368,1
480,,10,2020-03-17T17:00:00,1,Umbria,4,135,43.10675841,12.38824698,,,33,36,ITA,1323,21,197,57,192,33
481,,2,2020-03-17T17:00:00,2,Valle d'Aosta,0,93,45.73750286,7.320149366,,,31,35,ITA,398,6,136,41,134,31
482,,5,2020-03-17T17:00:00,80,Veneto,136,1769,45.43490485,12.33845213,,,231,548,ITA,35478,171,2704,719,2488,214
483,,13,2020-03-18T17:00:00,7,Abruzzo,7,109,42.35122196,13.39843823,,,34,99,ITA,2054,41,263,140,249,33
484,,17,2020-03-18T17:00:00,0,Basilicata,0,16,40.63947052,15.80514834,,,7,9,ITA,262,2,27,11,27,7
485,,4,2020-03-18T17:00:00,9,P.A. Bolzano,1,269,46.49933453,11.35662422,,,85,79,ITA,2844,18,376,97,366,84
486,,18,2020-03-18T17:00:00,1,Calabria,2,70,38.90597598,16.59440194,,,15,45,ITA,1668,11,129,56,126,14
487,,15,2020-03-18T17:00:00,9,Campania,28,272,40.83956555,14.25084984,nd-EN-0013,nd-IT-0013,0,127,ITA,2685,24,460,151,423,0
488,,8,2020-03-18T17:00:00,458,Emilia-Romagna,152,1884,44.49436681,11.3417208,nd-EN-0011,nd-IT-0011,594,1784,ITA,15461,247,4525,2031,3915,511
489,,6,2020-03-18T17:00:00,31,Friuli Venezia Giulia,15,261,45.6494354,13.76813649,,,68,128,ITA,4958,27,462,155,416,69
490,,12,2020-03-18T17:00:00,32,Lazio,42,232,41.89277044,12.48366722,,,117,374,ITA,11145,44,724,418,650,100
491,,7,2020-03-18T17:00:00,73,Liguria,70,243,44.41149315,8.9326992,,,109,401,ITA,2912,100,887,501,744,83
492,,3,2020-03-18T17:00:00,1959,Lombardia,3488,4057,45.46679409,9.190347404,,,1493,7285,ITA,48983,924,17713,8209,12266,171
493,,11,2020-03-18T17:00:00,92,Marche,0,719,43.61675973,13.5188753,,,197,638,ITA,4109,119,1568,757,1476,174
494,,14,2020-03-18T17:00:00,1,Molise,6,8,41.55774754,14.65916051,,,3,7,ITA,361,6,28,13,21,2
495,,1,2020-03-18T17:00:00,154,Piemonte,0,180,45.0732745,7.680687483,,,444,1780,ITA,7516,227,2341,2007,2187,423
496,,16,2020-03-18T17:00:00,19,Puglia,2,176,41.12559576,16.86736689,,,43,156,ITA,3433,30,383,186,362,42
497,,20,2020-03-18T17:00:00,2,Sardegna,0,83,39.21531192,9.110616306,,,17,42,ITA,1135,7,134,49,132,17
498,,19,2020-03-18T17:00:00,3,Sicilia,12,138,38.11569725,13.3623567,,,45,100,ITA,3294,29,282,129,267,41
499,,9,2020-03-18T17:00:00,22,Toscana,17,704,43.76923077,11.25588885,,,277,427,ITA,7606,160,1330,587,1291,267
500,,4,2020-03-18T17:00:00,7,P.A. Trento,12,273,46.06893511,11.12123097,,,70,141,ITA,2187,22,455,163,436,68
501,,10,2020-03-18T17:00:00,2,Umbria,4,166,43.10675841,12.38824698,,,50,54,ITA,1601,21,247,75,241,49
502,,2,2020-03-18T17:00:00,3,Valle d'Aosta,0,118,45.73750286,7.320149366,,,29,41,ITA,486,3,165,44,162,28
503,,5,2020-03-18T17:00:00,94,Veneto,167,2112,45.43490485,12.33845213,,,510,646,ITA,40841,195,3214,841,2953,465
504,,13,2020-03-19T17:00:00,11,Abruzzo,8,138,42.35122196,13.39843823,,,122,181,ITA,2409,47,385,228,366,117
505,,17,2020-03-19T17:00:00,0,Basilicata,0,24,40.63947052,15.80514834,,,10,8,ITA,353,5,37,13,37,10
506,,4,2020-03-19T17:00:00,14,P.A. Bolzano,1,316,46.49933453,11.35662422,,,60,87,ITA,3568,18,436,105,421,55
507,,18,2020-03-19T17:00:00,3,Calabria,2,91,38.90597598,16.59440194,,,40,60,ITA,2342,13,169,73,164,38
508,,15,2020-03-19T17:00:00,17,Campania,30,356,40.83956555,14.25084984,,,192,213,ITA,3544,36,652,249,605,182
509,,8,2020-03-19T17:00:00,531,Emilia-Romagna,177,2346,44.49436681,11.3417208,,,689,1900,ITA,18344,260,5214,2160,4506,591
510,,6,2020-03-19T17:00:00,36,Friuli Venezia Giulia,41,359,45.6494354,13.76813649,,,137,134,ITA,4052,29,599,163,522,106
511,,12,2020-03-19T17:00:00,38,Lazio,44,270,41.89277044,12.48366722,,,99,426,ITA,11145,45,823,471,741,91
512,,7,2020-03-19T17:00:00,91,Liguria,85,280,44.41149315,8.9326992,,,172,491,ITA,3348,112,1059,603,883,139
513,,3,2020-03-19T17:00:00,2168,Lombardia,3778,5545,45.46679409,9.190347404,,,2171,7387,ITA,52244,1006,19884,8393,13938,1672
514,,11,2020-03-19T17:00:00,115,Marche,0,825,43.61675973,13.5188753,,,169,656,ITA,4512,141,1737,797,1622,146
515,,14,2020-03-19T17:00:00,2,Molise,6,13,41.55774754,14.65916051,,,18,19,ITA,426,6,46,25,38,17
516,,1,2020-03-19T17:00:00,175,Piemonte,3,218,45.0732745,7.680687483,,,591,2279,ITA,8853,257,2932,2536,2754,567
517,,16,2020-03-19T17:00:00,25,Puglia,4,245,41.12559576,16.86736689,,,95,173,ITA,4046,31,478,204,449,87
518,,20,2020-03-19T17:00:00,2,Sardegna,0,152,39.21531192,9.110616306,,,72,43,ITA,1334,9,206,52,204,72
519,,19,2020-03-19T17:00:00,4,Sicilia,15,142,38.11569725,13.3623567,,,58,143,ITA,3961,36,340,179,321,54
520,,9,2020-03-19T17:00:00,38,Toscana,22,743,43.76923077,11.25588885,,,152,501,ITA,8873,178,1482,679,1422,131
521,,4,2020-03-19T17:00:00,12,P.A. Trento,20,292,46.06893511,11.12123097,,,68,169,ITA,2203,30,523,199,491,55
522,,10,2020-03-19T17:00:00,2,Umbria,4,238,43.10675841,12.38824698,,,87,69,ITA,1954,21,334,90,328,87
523,,2,2020-03-19T17:00:00,6,Valle d'Aosta,0,153,45.73750286,7.320149366,,,50,47,ITA,608,9,215,56,209,47
524,,5,2020-03-19T17:00:00,115,Veneto,200,2189,45.43490485,12.33845213,,,270,771,ITA,44658,209,3484,980,3169,216
525,,13,2020-03-20T17:00:00,17,Abruzzo,10,184,42.35122196,13.39843823,,,64,190,ITA,2695,48,449,238,422,56
526,,17,2020-03-20T17:00:00,0,Basilicata,0,39,40.63947052,15.80514834,,,15,8,ITA,443,5,52,13,52,15
527,,4,2020-03-20T17:00:00,17,P.A. Bolzano,1,407,46.49933453,11.35662422,,,112,99,ITA,4433,24,548,123,530,109
528,,18,2020-03-20T17:00:00,4,Calabria,2,114,38.90597598,16.59440194,,,38,71,ITA,2690,16,207,87,201,37
529,,15,2020-03-20T17:00:00,17,Campania,30,531,40.83956555,14.25084984,,,97,130,ITA,3845,41,749,171,702,97
530,,8,2020-03-20T17:00:00,640,Emilia-Romagna,239,2739,44.49436681,11.3417208,,,754,2083,ITA,20753,267,5968,2350,5089,583
531,,6,2020-03-20T17:00:00,38,Friuli Venezia Giulia,63,380,45.6494354,13.76813649,,,57,143,ITA,4964,32,656,175,555,33
532,,12,2020-03-20T17:00:00,43,Lazio,53,328,41.89277044,12.48366722,,,185,537,ITA,13889,47,1008,584,912,171
533,,7,2020-03-20T17:00:00,119,Liguria,101,307,44.41149315,8.9326992,,,162,573,ITA,3794,121,1221,694,1001,118
534,,3,2020-03-20T17:00:00,2549,Lombardia,4295,6635,45.46679409,9.190347404,,,2380,7735,ITA,57174,1050,22264,8785,15420,1482
535,,11,2020-03-20T17:00:00,137,Marche,0,1002,43.61675973,13.5188753,,,244,704,ITA,5170,138,1981,842,1844,222
536,,14,2020-03-20T17:00:00,5,Molise,6,13,41.55774754,14.65916051,,,4,20,ITA,426,6,50,26,39,1
537,,1,2020-03-20T17:00:00,209,Piemonte,8,1423,45.0732745,7.680687483,,,529,1541,ITA,9975,280,3461,1821,3244,490
538,,16,2020-03-20T17:00:00,26,Puglia,4,329,41.12559576,16.86736689,,,103,191,ITA,4789,31,581,222,551,102
539,,20,2020-03-20T17:00:00,2,Sardegna,3,217,39.21531192,9.110616306,,,87,56,ITA,1912,15,293,71,288,84
540,,19,2020-03-20T17:00:00,4,Sicilia,25,169,38.11569725,13.3623567,,,68,168,ITA,4468,42,408,210,379,58
541,,9,2020-03-20T17:00:00,47,Toscana,33,923,43.76923077,11.25588885,,,311,601,ITA,10405,189,1793,790,1713,291
542,,4,2020-03-20T17:00:00,13,P.A. Trento,29,368,46.06893511,11.12123097,,,119,198,ITA,2656,34,642,232,600,109
543,,10,2020-03-20T17:00:00,7,Umbria,4,285,43.10675841,12.38824698,,,61,75,ITA,2303,24,395,99,384,56
544,,2,2020-03-20T17:00:00,7,Valle d'Aosta,0,194,45.73750286,7.320149366,,,49,54,ITA,814,9,264,63,257,48
545,,5,2020-03-20T17:00:00,131,Veneto,223,2598,45.43490485,12.33845213,,,547,843,ITA,49288,236,4031,1079,3677,508
546,,13,2020-03-21T17:00:00,22,Abruzzo,13,265,42.35122196,13.39843823,,,80,185,ITA,3035,44,529,229,494,72
547,,17,2020-03-21T17:00:00,0,Basilicata,0,47,40.63947052,15.80514834,,,14,12,ITA,522,7,66,19,66,14
548,,4,2020-03-21T17:00:00,20,P.A. Bolzano,1,443,46.49933453,11.35662422,,,73,127,ITA,5179,30,621,157,600,70
549,,18,2020-03-21T17:00:00,5,Calabria,5,136,38.90597598,16.59440194,,,28,73,ITA,3050,16,235,89,225,24
550,,15,2020-03-21T17:00:00,22,Campania,29,473,40.83956555,14.25084984,,,95,233,ITA,4448,87,844,320,793,91
551,,8,2020-03-21T17:00:00,715,Emilia-Romagna,329,3129,44.49436681,11.3417208,,,737,2267,ITA,24620,265,6705,2532,5661,572
552,,6,2020-03-21T17:00:00,42,Friuli Venezia Giulia,82,477,45.6494354,13.76813649,,,134,152,ITA,5955,37,790,189,666,111
553,,12,2020-03-21T17:00:00,50,Lazio,54,425,41.89277044,12.48366722,,,182,591,ITA,13889,70,1190,661,1086,174
554,,7,2020-03-21T17:00:00,152,Liguria,125,432,44.41149315,8.9326992,,,215,598,ITA,4304,129,1436,727,1159,158
555,,3,2020-03-21T17:00:00,3095,Lombardia,5050,8019,45.46679409,9.190347404,,,3251,8258,ITA,66730,1093,25515,9351,17370,1950
556,,11,2020-03-21T17:00:00,154,Marche,2,1114,43.61675973,13.5188753,,,172,742,ITA,5740,141,2153,883,1997,153
557,,14,2020-03-21T17:00:00,7,Molise,7,20,41.55774754,14.65916051,,,11,21,ITA,449,6,61,27,47,8
558,,1,2020-03-21T17:00:00,238,Piemonte,8,1229,45.0732745,7.680687483,,,291,1976,ITA,10701,301,3752,2277,3506,262
559,,16,2020-03-21T17:00:00,29,Puglia,4,400,41.12559576,16.86736689,,,94,209,ITA,5617,33,675,242,642,91
560,,20,2020-03-21T17:00:00,4,Sardegna,5,240,39.21531192,9.110616306,,,37,65,ITA,2297,16,330,81,321,33
561,,19,2020-03-21T17:00:00,6,Sicilia,26,204,38.11569725,13.3623567,,,82,206,ITA,4883,48,490,254,458,79
562,,9,2020-03-21T17:00:00,72,Toscana,35,1039,43.76923077,11.25588885,,,219,664,ITA,11909,202,2012,866,1905,192
563,,4,2020-03-21T17:00:00,28,P.A. Trento,34,448,46.06893511,11.12123097,,,140,233,ITA,2656,39,782,272,720,120
564,,10,2020-03-21T17:00:00,10,Umbria,5,326,43.10675841,12.38824698,,,67,92,ITA,2712,29,462,121,447,63
565,,2,2020-03-21T17:00:00,8,Valle d'Aosta,1,227,45.73750286,7.320149366,,,49,62,ITA,884,15,313,77,304,47
566,,5,2020-03-21T17:00:00,146,Veneto,257,3023,45.43490485,12.33845213,,,586,942,ITA,53642,249,4617,1191,4214,537
567,,13,2020-03-22T17:00:00,33,Abruzzo,15,272,42.35122196,13.39843823,,,58,218,ITA,3375,49,587,267,539,45
568,,17,2020-03-22T17:00:00,0,Basilicata,0,58,40.63947052,15.80514834,,,15,13,ITA,643,10,81,23,81,15
569,,4,2020-03-22T17:00:00,23,P.A. Bolzano,7,470,46.49933453,11.35662422,,,57,146,ITA,5718,32,678,178,648,48
570,,18,2020-03-22T17:00:00,8,Calabria,5,166,38.90597598,16.59440194,,,38,77,ITA,3666,17,273,94,260,35
571,,15,2020-03-22T17:00:00,29,Campania,41,524,40.83956555,14.25084984,,,92,243,ITA,4943,99,936,342,866,73
572,,8,2020-03-22T17:00:00,816,Emilia-Romagna,349,3692,44.49436681,11.3417208,,,850,2429,ITA,28022,269,7555,2698,6390,729
573,,6,2020-03-22T17:00:00,47,Friuli Venezia Giulia,89,528,45.6494354,13.76813649,,,84,163,ITA,6761,47,874,210,738,72
574,,12,2020-03-22T17:00:00,53,Lazio,58,522,41.89277044,12.48366722,,,193,671,ITA,17845,79,1383,750,1272,186
575,,7,2020-03-22T17:00:00,171,Liguria,143,483,44.41149315,8.9326992,,,229,736,ITA,4995,132,1665,868,1351,192
576,,3,2020-03-22T17:00:00,3456,Lombardia,5865,7304,45.46679409,9.190347404,,,1691,9439,ITA,70598,1142,27206,10581,17885,515
577,,11,2020-03-22T17:00:00,184,Marche,6,1277,43.61675973,13.5188753,,,268,816,ITA,6391,138,2421,954,2231,234
578,,14,2020-03-22T17:00:00,7,Molise,7,21,41.55774754,14.65916051,,,5,24,ITA,532,7,66,31,52,5
579,,1,2020-03-22T17:00:00,283,Piemonte,10,1701,45.0732745,7.680687483,,,668,2118,ITA,12701,308,4420,2426,4127,621
580,,16,2020-03-22T17:00:00,31,Puglia,7,459,41.12559576,16.86736689,,,111,252,ITA,6160,37,786,289,748,106
581,,20,2020-03-22T17:00:00,7,Sardegna,5,244,39.21531192,9.110616306,,,9,67,ITA,2402,16,339,83,327,6
582,,19,2020-03-22T17:00:00,8,Sicilia,26,321,38.11569725,13.3623567,,,140,220,ITA,5580,55,630,275,596,138
583,,9,2020-03-22T17:00:00,91,Toscana,42,1223,43.76923077,11.25588885,,,265,706,ITA,13264,215,2277,921,2144,239
584,,4,2020-03-22T17:00:00,35,P.A. Trento,34,604,46.06893511,11.12123097,,,172,235,ITA,3050,46,954,281,885,165
585,,10,2020-03-22T17:00:00,16,Umbria,5,368,43.10675841,12.38824698,,,59,97,ITA,3135,35,521,132,500,53
586,,2,2020-03-22T17:00:00,9,Valle d'Aosta,1,270,45.73750286,7.320149366,,,51,63,ITA,950,21,364,84,354,50
587,,5,2020-03-22T17:00:00,169,Veneto,309,3276,45.43490485,12.33845213,,,505,1113,ITA,57671,255,5122,1368,4644,430
588,,13,2020-03-23T17:00:00,38,Abruzzo,20,325,42.35122196,13.39843823,,,76,228,ITA,3674,52,663,280,605,66
589,,17,2020-03-23T17:00:00,1,Basilicata,0,62,40.63947052,15.80514834,,,9,15,ITA,696,12,90,27,89,8
590,,4,2020-03-23T17:00:00,29,P.A. Bolzano,7,510,46.49933453,11.35662422,,,46,145,ITA,6084,33,724,178,688,40
591,,18,2020-03-23T17:00:00,7,Calabria,5,178,38.90597598,16.59440194,,,19,82,ITA,4073,20,292,102,280,20
592,,15,2020-03-23T17:00:00,49,Campania,48,553,40.83956555,14.25084984,,,90,266,ITA,5813,110,1026,376,929,63
593,,8,2020-03-23T17:00:00,892,Emilia-Romagna,423,4098,44.49436681,11.3417208,,,980,2846,ITA,31200,276,8535,3122,7220,830
594,,6,2020-03-23T17:00:00,54,Friuli Venezia Giulia,105,545,45.6494354,13.76813649,,,56,185,ITA,7424,41,930,226,771,33
595,,12,2020-03-23T17:00:00,63,Lazio,63,600,41.89277044,12.48366722,,,157,718,ITA,18371,96,1540,814,1414,142
596,,7,2020-03-23T17:00:00,212,Liguria,159,659,44.41149315,8.9326992,,,259,761,ITA,5538,133,1924,894,1553,202
597,,3,2020-03-23T17:00:00,3776,Lombardia,6075,8461,45.46679409,9.190347404,,,1555,9266,ITA,73242,1183,28761,10449,18910,1025
598,,11,2020-03-23T17:00:00,203,Marche,8,1328,43.61675973,13.5188753,,,148,882,ITA,6782,148,2569,1030,2358,127
599,,14,2020-03-23T17:00:00,7,Molise,10,18,41.55774754,14.65916051,,,1,25,ITA,532,7,67,32,50,-2
600,,1,2020-03-23T17:00:00,315,Piemonte,17,1992,45.0732745,7.680687483,,,441,2194,ITA,13560,343,4861,2537,4529,402
601,,16,2020-03-23T17:00:00,37,Puglia,7,532,41.12559576,16.86736689,,,120,285,ITA,6761,45,906,330,862,114
602,,20,2020-03-23T17:00:00,11,Sardegna,5,249,39.21531192,9.110616306,,,20,76,ITA,2568,18,359,94,343,16
603,,19,2020-03-23T17:00:00,13,Sicilia,27,371,38.11569725,13.3623567,,,91,250,ITA,6375,60,721,310,681,85
604,,9,2020-03-23T17:00:00,109,Toscana,51,1225,43.76923077,11.25588885,,,184,838,ITA,13851,238,2461,1076,2301,157
605,,4,2020-03-23T17:00:00,41,P.A. Trento,68,619,46.06893511,11.12123097,,,69,249,ITA,3150,46,1023,295,914,29
606,,10,2020-03-23T17:00:00,16,Umbria,5,408,43.10675841,12.38824698,,,56,106,ITA,3561,42,577,148,556,56
607,,2,2020-03-23T17:00:00,12,Valle d'Aosta,2,290,45.73750286,7.320149366,,,29,69,ITA,1098,20,393,89,379,25
608,,5,2020-03-23T17:00:00,192,Veneto,327,3499,45.43490485,12.33845213,,,383,1206,ITA,61115,281,5505,1487,4986,342
609,,13,2020-03-24T17:00:00,46,Abruzzo,21,331,42.35122196,13.39843823,,,26,234,ITA,4294,57,689,291,622,17
610,,17,2020-03-24T17:00:00,1,Basilicata,0,65,40.63947052,15.80514834,,,2,14,ITA,744,12,92,26,91,2
611,,4,2020-03-24T17:00:00,38,P.A. Bolzano,44,495,46.49933453,11.35662422,,,57,166,ITA,6509,38,781,204,699,11
612,,18,2020-03-24T17:00:00,10,Calabria,5,195,38.90597598,16.59440194,,,27,88,ITA,4486,21,319,109,304,24
613,,15,2020-03-24T17:00:00,56,Campania,53,466,40.83956555,14.25084984,,,75,345,ITA,6297,181,1101,526,992,63
614,,8,2020-03-24T17:00:00,985,Emilia-Romagna,558,4446,44.49436681,11.3417208,,,719,2974,ITA,33527,291,9254,3265,7711,491
615,,6,2020-03-24T17:00:00,64,Friuli Venezia Giulia,80,604,45.6494354,13.76813649,,,62,195,ITA,8526,49,992,244,848,77
616,,12,2020-03-24T17:00:00,80,Lazio,103,704,41.89277044,12.48366722,,,188,747,ITA,18371,94,1728,841,1545,131
617,,7,2020-03-24T17:00:00,231,Liguria,193,742,44.41149315,8.9326992,,,192,803,ITA,5992,147,2116,950,1692,139
618,,3,2020-03-24T17:00:00,4178,Lombardia,6657,8963,45.46679409,9.190347404,,,1942,9711,ITA,76695,1194,30703,10905,19868,958
619,,11,2020-03-24T17:00:00,231,Marche,8,1486,43.61675973,13.5188753,,,167,862,ITA,7229,149,2736,1011,2497,139
620,,14,2020-03-24T17:00:00,8,Molise,10,21,41.55774754,14.65916051,,,6,27,ITA,572,7,73,34,55,5
621,,1,2020-03-24T17:00:00,374,Piemonte,17,2360,45.0732745,7.680687483,,,654,2404,ITA,15469,360,5515,2764,5124,595
622,,16,2020-03-24T17:00:00,44,Puglia,21,566,41.12559576,16.86736689,,,99,317,ITA,7345,57,1005,374,940,78
623,,20,2020-03-24T17:00:00,15,Sardegna,11,296,39.21531192,9.110616306,,,62,80,ITA,2859,19,421,99,395,52
624,,19,2020-03-24T17:00:00,20,Sicilia,27,489,38.11569725,13.3623567,,,125,250,ITA,7170,60,846,310,799,118
625,,9,2020-03-24T17:00:00,129,Toscana,51,1357,43.76923077,11.25588885,,,238,918,ITA,15701,244,2699,1162,2519,218
626,,4,2020-03-24T17:00:00,56,P.A. Trento,79,618,46.06893511,11.12123097,,,87,308,ITA,3712,49,1110,357,975,61
627,,10,2020-03-24T17:00:00,19,Umbria,5,476,43.10675841,12.38824698,,,71,105,ITA,4108,43,648,148,624,68
628,,2,2020-03-24T17:00:00,19,Valle d'Aosta,2,288,45.73750286,7.320149366,,,7,71,ITA,1180,20,400,91,379,0
629,,5,2020-03-24T17:00:00,216,Veneto,381,3729,45.43490485,12.33845213,,,443,1318,ITA,66178,304,5948,1622,5351,365
630,,13,2020-03-25T17:00:00,52,Abruzzo,23,431,42.35122196,13.39843823,,,124,248,ITA,4982,59,813,307,738,116
631,,17,2020-03-25T17:00:00,1,Basilicata,0,78,40.63947052,15.80514834,,,21,20,ITA,857,14,113,34,112,21
632,,4,2020-03-25T17:00:00,43,P.A. Bolzano,67,518,46.49933453,11.35662422,,,77,190,ITA,6649,40,858,230,748,49
633,,18,2020-03-25T17:00:00,11,Calabria,7,217,38.90597598,16.59440194,,,32,93,ITA,5058,23,351,116,333,29
634,,15,2020-03-25T17:00:00,74,Campania,53,631,40.83956555,14.25084984,,,98,318,ITA,6972,123,1199,441,1072,80
635,,8,2020-03-25T17:00:00,1077,Emilia-Romagna,721,4782,44.49436681,11.3417208,,,800,3180,ITA,38045,294,10054,3474,8256,545
636,,6,2020-03-25T17:00:00,70,Friuli Venezia Giulia,158,659,45.6494354,13.76813649,,,147,200,ITA,9494,52,1139,252,911,63
637,,12,2020-03-25T17:00:00,95,Lazio,131,769,41.89277044,12.48366722,,,173,805,ITA,20669,101,1901,906,1675,130
638,,7,2020-03-25T17:00:00,254,Liguria,225,752,44.41149315,8.9326992,,,189,927,ITA,6602,147,2305,1074,1826,134
639,,3,2020-03-25T17:00:00,4474,Lombardia,7281,9329,45.46679409,9.190347404,,,1643,10026,ITA,81666,1236,32346,11262,20591,723
640,,11,2020-03-25T17:00:00,287,Marche,8,1553,43.61675973,13.5188753,,,198,938,ITA,7896,148,2934,1086,2639,142
641,,14,2020-03-25T17:00:00,8,Molise,12,20,41.55774754,14.65916051,,,0,26,ITA,580,7,73,33,53,-2
642,,1,2020-03-25T17:00:00,449,Piemonte,19,2631,45.0732745,7.680687483,,,509,2544,ITA,16655,381,6024,2925,5556,432
643,,16,2020-03-25T17:00:00,48,Puglia,22,610,41.12559576,16.86736689,,,88,349,ITA,8223,64,1093,413,1023,83
